MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,TCATALOGO,CODIGO_SIG,ESTADO,FECULTPREC,FECHAVRS,PRDSTKPROM,_NullFlags
19643,,REACTIVO PARA ANTIGENO DE ROTAVIRUS (MET. INMUNOCROMATOGRAFIA),25 DET,,I,_,KIT,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600093286,C,2019-04-27,,0,b'\x00'
19659,,RECARGA DE GRAPADOR ENDOSCOPICO VASCULAR,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,493700160242,C,,,0,b'\x00'
19661,,SONDA DE GASTROTOMIA Nº 16 FR,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700550072,C,,,0,b'\x00'
19676,,ATAZANAVIR,,300 mg,M,P,TABLET,E,,,,,,_,_,_,1,,1.7979,1.7979,1.7979,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,582400280003,C,2020-05-01,,0,b'\x00'
19677,,COMPRESA DE GASA QUIRURGICA 15 cm X 50 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,5.4,6.075,6.75,,0,0,0,1,N,2020-12-28 00:00:00,DM-8213E,0.0,0.0,0.0,X,,,,,,495700741559,C,2019-11-01,,0,b'\x00'
19679,,SONDA TRANSPILORICA CON MANDRIL Y LASTRE Nº 10 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701150004,C,,,0,b'\x00'
19686,,TUBO ENDOTRAQUEAL ANILLADO Nº 7 CON CUFF,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700630234,C,,,0,b'\x00'
19701,,ARTESUNATO,,60 mg,M,_,INYECT,E,,,,,,_,_,_,1,,0.18275,0.205594,0.23,,0,0,0,1,N,2020-12-28 00:00:00,SIN/REG,0.0,0.0,0.0,X,,,,,,582100060006,C,2021-12-23,,0,b'\x00'
19718,,"CATETER ENDOVENOSO PERIFERICO Nº 22 G X 1"" CON DISPOSITIVO DE BIOSEGURIDAD",,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700210099,C,2018-05-10,,0,b'\x00'
19719,,"CATETER ENDOVENOSO PERIFERICO Nº 24 G X 3/4"" CON DISPOSITIVO DE BIOSEGURIDAD",,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700210100,C,2019-04-27,,0,b'\x00'
19723,,SALBUTAMOL (COMO SULFATO),10 mL,5 mg/mL,M,P,SOLUCI,_,,,,,,_,_,_,1,,2.9,3.26,3.6,,0,0,0,1,N,2020-12-28 00:00:00,EE-02643,0.0,0.0,0.0,X,,,,,1,585000490027,C,2019-08-16,,0,b'\x00'
19727,,NIFURTIMOX,,120 mg,M,_,TABLET,E,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,SIN/REG,0.0,0.0,0.0,X,,,,,,582200030001,C,2019-04-27,,0,b'\x00'
19765,,OSELTAMIVIR,30 g,12 mg/mL,M,_,SUSPEN,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,582400150002,C,2019-04-27,,0,b'\x00'
19801,,VACUNA CONTRA LA INFLUENZA HSUR - PEDIATRICO,1 DOSIS,,M,_,INYECT,E,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,584300230006,C,2019-04-27,,0,b'\x00'
19803,,MASCARILLA DE BIOSEGURIDAD DESCARTABLE (N149),,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700410142,C,,,0,b'\x00'
19804,,AGUJA PARA BIOPSIA RENAL DESCARTABLE 16 G X 15 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701540063,C,,,0,b'\x00'
19814,,ALCOHOL ETILICO,895 mL,70 mg,M,_,GEL,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,583600170018,C,2019-04-27,,0,b'\x00'
19815,,LENTES PROTECTORES ANTIEMPAÑABLES TRANSPARENTES,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
19816,,JERINGA DESCARTABLE CON PICO EXCENTRICO SIN ROSCA 20 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700350305,C,,,0,b'\x00'
19818,,EQUIPO PARA BOMBA DE INFUSION RADIOPACA CON CASETERA Y CONECTOR,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701290084,C,,,0,b'\x00'
19820,,PLACA DE RECONSTRUCCION MANDIBULAR 16 AGUJEROS 2.7 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900220359,C,,,0,b'\x00'
19840,,BOLSA DE COLOSTOMIA PEDIATRICO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700910024,C,,,0,b'\x00'
19843,,CLAVO KIRSCHNER 1.6 mm X 300 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900290085,C,,,0,b'\x00'
19845,,TORNILLO DE TITANIO 2.0 mm X 7 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300092,C,,,0,b'\x00'
19846,,MINITORNILLO DE TITANIO 2.0 X 9 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300093,C,,,0,b'\x00'
19854,,CANULA NASAL PARA UN MONITOR CPAP NASAL INCA Nº 00,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700940128,C,,,0,b'\x00'
19855,,CATETER DRENAJE TORAXICO CON TROCAR Nº10 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700190639,C,,,0,b'\x00'
19860,,ETRAVIRINA,,100 mg,M,P,TABLET,E,,,,,,_,_,_,1,,12.3,12.3,12.3,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,582400350001,C,2019-08-16,,0,b'\x00'
19863,,CAMPO QUIRURGICO ANTIMICROBIANO 56 cm X 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700170127,C,,,0,b'\x00'
19868,,CERA PARA HUESOS,2.5 g,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700741843,C,,,0,b'\x00'
19869,,CLAVO KIRSCHNER 2.0 mm X 25 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900290068,C,,,0,b'\x00'
19875,,"JERINGA DESCARTABLE DE TUBERCULINA 1 mL CON AGUJA 25 G X 5/8""",,,I,_,UNIDAD,E,,,,,,_,_,_,1,,0.162,0.162,0.162,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,1,495700350103,C,2019-08-16,,0,b'\x00'
19879,,SOLUCION PARA DIALISIS PERITONEAL,2 L,1.5 %,M,P,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,584700050010,C,,,0,b'\x00'
19880,,SONDA DE GASTROSTOMIA 20 FR,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700550074,C,,,0,b'\x00'
19881,,SONDA TRANSPILORICA CON MANDRIL Y LASTRE Nº 6 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701150005,C,,,0,b'\x00'
19882,,SONDA TRANSPILORICA CON MANDRIL Y LASTRE Nº 8 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701150003,C,,,0,b'\x00'
19885,,TORNILLO CORTICAL 3.5 mm X 15 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300056,C,,,0,b'\x00'
19886,,TORNILLO CORTICAL 4.5 mm X 35 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300003,C,,,0,b'\x00'
19898,,BOLSA PARA NUTRICION ENTERAL X 500 mL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701310009,C,,,0,b'\x00'
19899,,BROCA 2.5 mm X 100 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495100130536,C,,,0,b'\x00'
19912,,COMPRESA GASA QUIRURGICA RADIOPACA ESTERIL 45 cm X 45 cm X 5,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700270168,C,,,0,b'\x00'
19913,,CONECTOR EN ESPIGA PARA SOLUCIONES ENDOVENOSAS,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,493700210263,C,,,0,b'\x00'
19916,,"ESPONJA NEUROQUIRURGICA 1/2"" X 1"" X 10",,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701710033,C,,,0,b'\x00'
19917,,GASA FRACCIONADA ESTERIL 10 cm X 10 cm 10 PLIEGUES X 5 UNIDADES,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700270221,C,,,0,b'\x00'
19918,,GASA FRACCIONADA ESTERIL 5 cm X 5 cm 8 PLIEGUES X 5 UNIDADES,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.8,0.9,1.0,,0,0,0,1,N,2020-12-28 00:00:00,DM-1909E,0.0,0.0,0.0,X,,,,,,495700270150,C,2020-09-01,,0,b'\x00'
19919,,GASA FRACCIONADA ESTERIL 7.5 cm X 7.5 cm DE 8 PLIEGUES X 5 UNI,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700270362,C,2019-04-27,,0,b'\x00'
19927,,"INTRODUCTOR 6 FR CON GUIA RECTA 0.035""",,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700741995,C,,,0,b'\x00'
19930,,MICROCATETER 1.5 FR X 1.55 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700190434,C,,,0,b'\x00'
19932,,SAQUINAVIR (COMO MESILATO),,500 mg,M,_,TABLET,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,E-22455,0.0,0.0,0.0,X,,,,,,582400180002,C,2019-04-27,,0,b'\x00'
19936,,TROCAR PARA CIRUGIA LAPAROSCOPICA 10 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,DM377IE,0.0,0.0,0.0,X,,,,,,495100400002,C,2019-04-27,,0,b'\x00'
19937,,TROCAR PARA CIRUGIA LAPAROSCOPICA 5 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,DM3771E,0.0,0.0,0.0,X,,,,,,495100400006,C,2019-04-27,,0,b'\x00'
19952,,CLAVO KIRSCHNER 1.8 mm X 200 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900290097,C,,,0,b'\x00'
19953,,CLAVO KIRSCHNER 2.0 mm X 200 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900290073,C,,,0,b'\x00'
19980,,DISCO DE SENSIBILIDAD DE ACIDO PIPEMIDICO,50 DISCOS,20 µg,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600010544,C,2019-04-27,,0,b'\x00'
19992,,REACTIVO DE UREA ENZIMATICA,200 DET,,I,_,KIT,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,351100020434,C,2019-04-27,,0,b'\x00'
19999,,JABON GERMICIDA LIQUIDO,800 mL,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,SIN/REG,0.0,0.0,0.0,X,,,,,,139200100087,C,2019-04-27,,0,b'\x00'
20002,,REACTIVO DE CREATININA,200 DET,,I,_,KIT,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,351100020021,C,2019-04-27,,0,b'\x00'
20019,,OSELTAMIVIR,,30 mg,M,_,TABLET,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,S. REGISTRO,0.0,0.0,0.0,X,,,,,,582400150003,C,2019-04-27,,0,b'\x00'
20020,,OSELTAMIVIR,,45 mg,M,_,TABLET,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,S. REGISTRO,0.0,0.0,0.0,X,,,,,,582400150004,C,2019-04-27,,0,b'\x00'
20032,,ALAMBRE PARA CERCLAJE 1.2 mm X 1 m,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900200011,C,,,0,b'\x00'
20036,,SALES DE REHIDRATACION ORAL,20.5 g/L,,M,P,POLVO,_,,,,,,_,_,_,1,,0.97,1.09125,1.21,,0,0,0,1,N,2020-12-28 00:00:00,EN-03952,0.0,0.0,0.0,X,,,,,1,585100130002,C,2020-06-01,,0,b'\x00'
20038,,LEVOCETIRIZINA,,5 mg,M,_,TABLET,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,580300030016,C,2019-04-27,,0,b'\x00'
20043,,CONECTOR BIFURCADO CON ADAPTADOR EN Y ADULTO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,493700210362,C,,,0,b'\x00'
20053,,SET DE FIJACION TRANSPENDICULAR PARA COLUMNA VERTEBRAL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900330024,C,,,0,b'\x00'
20064,,"ESPARADRAPO DE PAPEL 12"" X 10 yd",,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700250258,C,2018-05-10,,0,b'\x00'
20067,,PLACA DCP RECTA PESADA (ANCHA) DE 10 AGUJEROS X 4.5 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900220071,C,,,0,b'\x00'
20069,,SONDA DE GASTROSTOMIA 18 FR,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700550073,C,,,0,b'\x00'
20074,,TORNILLO CORTICAL 3.5 mm X 48 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300030,C,,,0,b'\x00'
20082,,SONDA VESICAL 2 VIAS DESCARTABLE Nº 6,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700540015,C,,,0,b'\x00'
20102,,CANULA DE BIOPSIA PARA MARCO DE ESTEREOTAXIA,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700940094,C,,,0,b'\x00'
20121,,PROTESIS DE RODILLA,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900360012,C,,,0,b'\x00'
20122,,"SET DE ANESTESIA EPIDURAL CON AGUJA Nº 18 G X 3 1/2""",,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
20138,,CALDO TRIPTOSA,500 g,,I,_,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600100241,C,2019-04-27,,0,b'\x00'
20147,,PLACA DE RETORNO INDIFERENTE ADULTO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,513000040192,C,,,0,b'\x00'
20150,,TUBO ENDOTRAQUEAL ANILLADO SIN GLOBO N° 7.0 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
20151,,TUBO ENDOTRAQUEAL ANILLADO SIN GLOBO N° 7.5 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
20152,,TUBO ENDOTRAQUEAL ANILLADO SIN GLOBO N° 8.0 F,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
20153,,TUBO ENDOTRAQUEAL ANILLADO DESCARTABLE N° 8.5 SIN BALON,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700630363,C,,,0,b'\x00'
20160,,TORNILLO DE TITANIO 1.5 mm X 6 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300183,C,,,0,b'\x00'
20192,,AGAR MEDIO STUART,500 g,,I,_,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600100881,C,2019-04-27,,0,b'\x00'
20193,,HEMOGLOBINA LIOFILIZADA,500 g,,I,_,SOLUCI,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600090780,C,2019-04-27,,0,b'\x00'
20194,,ISONIAZIDA,25 g,,I,_,SOLUCI,E,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,358600010743,C,2019-04-27,,0,b'\x00'
20195,,SUTURA NYLON AZUL MONOFILAMENTO 4/0 C/A 3/8 CIRCULO CORTANTE 25 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701360132,C,,,0,b'\x00'
20204,,TORNILLO CORTICAL 2.0 mm X 9.0 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900300236,C,,,0,b'\x00'
20209,,SUTURA NYLON NEGRO MONOFILAMENTO 10/0 C/DOBLE AGUJA ESPATULADA,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,12.0,13.5,15.0,,0,0,0,1,N,2020-12-28 00:00:00,DM0131N,0.0,0.0,0.0,X,,,,,,495701360112,C,2019-09-01,,0,b'\x00'
20219,,KIT DE RECUPERADOR SANGUINEO DESCARTABLE,,,I,_,KIT,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701290045,C,,,0,b'\x00'
20234,,TUBO ENDOTRAQUEAL CON GLOBO Y ORIFICIO TIPO MURPHY N° 7.5,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700630158,C,2019-04-27,,0,b'\x00'
20241,,AGUJA PARA BIOPSIA DE MAMA Nº 14 G X 10 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701070042,C,,,0,b'\x00'
20245,,AGUJA MONOPOLAR PARA ELECTROMIOGRAFIA (EMG) Nº 27 G X 37 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495700990007,C,,,0,b'\x00'
20249,,CAL SODADA USP,1 Kg,,I,_,POLVO,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,357600020284,C,,,0,b'\x00'
20250,,CAMPO QUIRURGICO AUTOADHESIVO DESCARTABLE 40 cm X 40 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,,C,,,0,b'\x00'
20255,,FRASCO DE PLASTICO CON TAPA SIMPLE,1 L,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,512000150104,C,2018-05-10,,0,b'\x00'
20258,,MALLA DE POLIPROPILENO DESCARTABLE 20 cm X 30 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701380082,C,,,0,b'\x00'
20260,,MANGA MIXTA PAPEL Y PLASTICO PARA ESTERILIZACION SIN FUELLE 20 cm X 200 m,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,156.0,175.5,195.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,495701340026,C,2019-12-01,,0,b'\x00'
20263,,MINIPLACA DE TITANIO RECTA 6 ORIFICIOS X 1.5 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900220253,C,,,0,b'\x00'
20264,,MINIPLACA DE TITANIO RECTA 4 ORIFICIOS X 1.5 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2020-12-28 00:00:00,,0.0,0.0,0.0,X,,,,,,496900220344,C,,,0,b'\x00'
